qGENDER,qAGECODE,qRACECODE,qEDUCATION,qINCOME,qSURVEYZONE,qZIPHOME,qBOROUGH,qLICENSE,qCARACCESS,qSMARTPHONE,qTRIPPLANAPP,qCITIBIKE,gFREIGHT1b_qFREIGHT1_mA,gFREIGHT1b_qFREIGHT2_mA,gFREIGHT1b_qFREIGHT3_mA,gFREIGHT1b_qFREIGHT4_mA,qAUTOVEHICLEFAM,qAUTOVEHICLEWILL,qAUTOVEHICLESAFE,qMARRIED,qBUILDINGb,qRENT,qCHILDREN,qEMPLOYMENT,qEMPLOYMENTCODE,qINDUSTRY,qWORKLOCATION,qWORKFH,Walk,Train/Subway,Bus,Ferry,Access-A-Ride,Membership_CarSharing,Disability_Hearing,Disability_Seeing,Disability_Walking,Disability_DailyActivity,Disability_Mental,Welfare,Freight_Usage
Male,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Staten Island,10305.0,Staten Island,No,Yes,Yes,Daily,No,Not applied,A few times a month,Not applied,Several times a week,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Living in a committed partnership,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Construction,Varying job sites,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,A few times a month
Female,45-54,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$75,000 - $99,999",Staten Island,10305.0,Staten Island,Yes,Yes,No,Less than once a month,No,Not applied,A few times a month,Not applied,A few times a month,Not very familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,"$35,000 - $49,999",Staten Island,10306.0,Staten Island,Yes,Yes,Yes,Several times a week,No,Not applied,A few times a month,Several times a week,Less than a few times,Not very familiar,Somewhat willing,Somewhat safer than standard vehicles,Married,A building with 50 or more apartments,Rent,One,Employed part time (working less than 30 hours per week),Employed,Hospitality,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,Yes,No,No,No,No,NYCHA Tenant/Section8 Recipent,Several times a week
Male,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Staten Island,10314.0,Staten Island,Yes,Yes,Yes,Once a month,Yes,Several times a week,Daily,A few times a year,Several times a week,Not at all familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Single,A one family house attached to one or more houses,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Male,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Northern Manhattan,10026.0,Manhattan,Yes,No,Yes,Once a week,No,Several times a week,A few times a month,Less than a few times,Several times a week,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At an office,"Yes, work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Male,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$150,000-$199,999",Manhattan Core,10001.0,Manhattan,Yes,Yes,Yes,A few times a month,No,Less than a few times,A few times a year,Less than a few times,A few times a month,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 10 to 49 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Northern Manhattan,10027.0,Manhattan,No,No,Yes,A few times a month,No,A few times a year,A few times a month,A few times a month,A few times a month,Not at all familiar,Not at all willing,Somewhat safer than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,Other,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,Public Assistance/Welfare,Several times a week
Male,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)","$15,000 - $24,999",Northern Manhattan,10037.0,Manhattan,Yes,No,Yes,A few times a month,No,A few times a month,Several times a week,A few times a year,Less than a few times,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,Several times a week
Male,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Staten Island,10314.0,Staten Island,Yes,Yes,Yes,Several times a week,No,A few times a year,A few times a year,Not applied,A few times a month,Very familiar,Not at all willing,Much less safe than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Government,At an office,"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,Several times a week
Female,25-34,Hispanic,Some college but degree not received or in progress,"$15,000 - $24,999",Inner Brooklyn,11220.0,Brooklyn,No,No,Yes,Daily,No,Less than a few times,Less than a few times,A few times a month,A few times a month,Not at all familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Financial services,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,Hispanic,"Associate degree (i.e., AA, AS)","$35,000 - $49,999",Northern Manhattan,10032.0,Manhattan,Yes,Yes,Yes,Daily,No,A few times a year,A few times a month,A few times a year,A few times a month,Very familiar,Somewhat willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$100,000 - $149,999",Outer Brooklyn,11209.0,Brooklyn,No,No,Yes,A few times a month,No,Less than a few times,Less than a few times,Less than a few times,Less than a few times,Not very familiar,Very willing,Don't Know,Married,A building with 2 to 9 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Less than a few times
Male,35-44,"White, Non-Hispanic",Some college but degree not received or in progress,"Less than $14,999",Outer Brooklyn,11229.0,Brooklyn,Yes,No,Yes,A few times a month,No,Not applied,Not applied,Not applied,Not applied,Not at all familiar,Very willing,Much safer than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,Varying job sites,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,Yes,No,Dont know
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$15,000 - $24,999",Manhattan Core,10019.0,Manhattan,Yes,No,Yes,A few times a year,No,Less than a few times,Less than a few times,A few times a month,A few times a year,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Education,At a school or day care facility,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,"$200,000 and above",Staten Island,10314.0,Staten Island,Yes,Yes,Yes,A few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a year,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A one family house detached from any other house,Own,Two,Employed full time (working more than 30 hours per week),Employed,Real estate,Varying job sites,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,Hispanic,Some high school,"$15,000 - $24,999",Inner Queens,11104.0,Queens,Yes,No,Yes,Less than a few times a year,No,Several times a week,Several times a week,A few times a month,A few times a year,Not at all familiar,Not at all willing,Much safer than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Transportation and Utilities,Other,"Yes, work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"White, Non-Hispanic","Associate degree (i.e., AA, AS)","Less than $14,999",Staten Island,10305.0,Staten Island,No,No,Yes,Daily,No,Not applied,A few times a month,A few times a month,A few times a month,Not at all familiar,Not very willing,Neither more nor less safe than standard vehicles,Single,A one family house attached to one or more houses,Own,None,Employed part time (working less than 30 hours per week),Employed,Health Care/Social Assistance,At an office,"Yes, work from home",No,Yes,No,No,No,No,No,No,No,No,No,Public Assistance/Welfare,Several times a week
Male,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$25,000 - $34,999",Staten Island,10312.0,Staten Island,Yes,Yes,Yes,Daily,No,Less than a few times,Less than a few times,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Single,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,"At a store, restaurant, or hotel","Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Outer Brooklyn,11235.0,Brooklyn,Yes,Yes,Yes,Daily,No,A few times a month,A few times a month,A few times a year,A few times a month,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Single,A building with 50 or more apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Health Care/Social Assistance,At a hospital/doctor's office/healthcare facility,"Yes, work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$75,000 - $99,999",Outer Queens,11379.0,Queens,Yes,Yes,Yes,A few times a month,No,A few times a month,A few times a month,Not applied,A few times a year,Not very familiar,Somewhat willing,Somewhat safer than standard vehicles,Married,A one family house attached to one or more houses,Own,None,Employed full time (working more than 30 hours per week),Employed,Construction,At an office,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,25-34,"Black, Non-Hispanic",Some high school,"$15,000 - $24,999",Northern Bronx,10469.0,The Bronx,No,No,No,Less than a few times a year,No,Less than a few times,A few times a month,A few times a month,Less than a few times,Not at all familiar,Somewhat willing,Somewhat safer than standard vehicles,Single,A building with 10 to 49 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Retail,In a remote location that is not at home (i.e. a coworking space or coffee shop),"Yes, work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,"$75,000 - $99,999",NOT CODED,11385.0,Queens,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a year,Less than a few times,Less than a few times,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Media,Other,"Yes, work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,18-24,Hispanic,"High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Northern Bronx,10472.0,The Bronx,Yes,No,Yes,Daily,No,Less than a few times,A few times a month,Less than a few times,Several times a week,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Retail,"At a store, restaurant, or hotel","Yes, work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)","$35,000 - $49,999",Northern Bronx,10473.0,The Bronx,Yes,Yes,Yes,Several times a week,No,Less than a few times,Several times a week,Less than a few times,Less than a few times,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,One,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"Yes, work from home",No,No,No,No,No,No,No,Yes,No,No,No,No,A few times a year
